Name,Latitude,Longitude,Address,City,Post Code,Phone,Opening Times,,,,,,,,,,,,,,,
Link Centre (The),51.5559618,-1.8379567,Whitehall Way,Swindon,SN5 7DL,0179 3877323,"Mon: 07:30 - 22:00, Tue: 07:30 - 22:00, Wed: 07:30 - 22:00, Thu: 07:30 - 22:00, Fri: 08:00 - 22:00, Sat: 08:00 - 22:00, Sun: 08:00 - 18:30",,,,,,,,,,,,,,,
Lisburn Civic Centre,54.5114725,-6.0347795,Lagan Valley Island,Lisburn,BT27 4RL,0289 2509292,"Mon: 07:30 - 22:00, Tue: 07:30 - 22:00, Wed: 07:30 - 22:00, Thu: 07:30 - 22:00, Fri: 07:30 - 22:00, Sat: 07:30 - 22:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Liverpool Central Library,53.4094124,-2.9803518,William Brown Street,Liverpool,L3 8EN,0151 2335835,"Mon: 09:00 - 20:00, Tue: 09:00 - 20:00, Wed: 09:00 - 20:00, Thu: 09:00 - 20:00, Fri: 09:00 - 20:00, Sat: 09:00 - 17:00, Sun: 10:00 - 17:00",,,,,,,,,,,,,,,
Liverpool FC Anfield,53.4308294,-2.96083,Anfield Stadium,Anfield Road,L4 0TH,0151 2606677,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Liverpool One Centre,53.4039584,-2.9861663,Wall Street,Liverpool,L1 8JQ,0151 2323100,"Mon: 09:30 - 20:00, Tue: 09:30 - 20:00, Wed: 09:30 - 20:00, Thu: 09:30 - 20:00, Fri: 09:30 - 20:00, Sat: 09:30 - 19:00, Sun: 10:00 - 17:00",,,,,,,,,,,,,,,
Llandudno Station,53.3206646,-3.8271965,Augusta Street,Llandudno,LL30 2AF,0845 3003005,"Mon: 08:30 - 15:00, Tue: 08:30 - 15:00, Wed: 08:30 - 15:00, Thu: 08:30 - 15:00, Fri: 08:30 - 15:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Llangollen Pavilion (inside venue),52.976648,-3.1784105,Abbey Road,Llangollen,LL20 8SW,0197 8860111,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Llangollen Pavilion (outside venue),52.976648,-3.1784105,Abbey Road,Llangollen,LL20 8SW,0197 8860111,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Lochlands Adult Resource Centre (ground floor),56.5656276,-2.6014706,Cairnie Road,Arbroath,DD11 3DY,0124 1430027,"Mon: 08:45 - 16:00, Tue: 08:45 - 16:00, Wed: 08:45 - 16:00, Thu: 08:45 - 16:00, Fri: 08:45 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Lochlands Adult Resource Centre (first floor),56.5656158,-2.6014813,Cairnie Road,Arbroath,DD11 3DY,0124 1430027,"Mon: 08:45 - 16:00, Tue: 08:45 - 16:00, Wed: 08:45 - 16:00, Thu: 08:45 - 16:00, Fri: 08:45 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Lochore Meadows Outdoor Education Centre,56.148978,-3.3305757,Crosshill,Lochgelly,KY5 8BA,0159 2583388,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: 09:00 - 17:00, Sun: 09:00 - 17:00",,,,,,,,,,,,,,,
London Design Outlet,51.5573029,-0.284398,Wembley Shopping Centre,Wembley,HA9 0PA,0208 9125210,"Mon: 09:00 - 23:00, Tue: 09:00 - 23:00, Wed: 09:00 - 23:00, Thu: 09:00 - 23:00, Fri: 09:00 - 23:00, Sat: 09:00 - 23:00, Sun: 09:00 - 23:00",,,,,,,,,,,,,,,
London Road HQ,55.6057197,-4.4787552,London Road,Kilmarnock,KA3 7BU,0156 3576000,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Look Out Discovery Centre,51.3879759,-0.7410916,Nine Mile Ride,Bracknell,RG12 7QW,0134 4354400,"Mon: 10:00 - 17:00, Tue: 10:00 - 17:00, Wed: 10:00 - 17:00, Thu: 10:00 - 17:00, Fri: Contact for Information, Sat: 10:00 - 17:00, Sun: 10:00 - 17:00",,,,,,,,,,,,,,,
Lord Butler Fitness and Leisure,52.0156273,0.251273,Peasland Road,Saffron Waldon,CB113EG,0179 9522777,"Mon: 06:00 - 22:00, Tue: 06:00 - 22:00, Wed: 06:00 - 22:00, Thu: 06:00 - 22:00, Fri: 06:00 - 22:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Lotherton Hall,53.8242859,-1.3279437,Lotherton Lane,Aberford,LS25 3EB,0113 3782959,"Mon: 10:00 - 16:00, Tue: 10:00 - 16:00, Wed: 10:00 - 16:00, Thu: 10:00 - 16:00, Fri: 10:00 - 16:00, Sat: 10:00 - 16:00, Sun: 10:00 - 16:00",,,,,,,,,,,,,,,
Loughborough Library and Learning Centre,52.7706316,-1.209072,Granby Street,Loughborough,LE11 3DZ,0116 3052420,"Mon: 09:30 - 19:00, Tue: 09:30 - 17:00, Wed: Contact for Information, Thu: 09:30 - 17:00, Fri: 09:30 - 17:00, Sat: 10:00 - 16:00, Sun: 12:00 - 16:00",,,,,,,,,,,,,,,
Louisa Centre,54.8800535,-1.757142,Front Street,Stanley,DH9 0TE,0120 7218877,"Mon: 07:00 - 22:30, Tue: 07:00 - 22:30, Wed: 07:00 - 22:30, Thu: 07:00 - 22:30, Fri: 07:00 - 21:30, Sat: 08:00 - 17:00, Sun: 08:00 - 20:00",,,,,,,,,,,,,,,
Lower Gardens Public Toilets,50.7191293,-1.8794257,Lower Pleasure Gardens,Bournemouth,BH1 2AQ,0120 2451199,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Lynebank Wheelchair Clinic,56.0780896,-3.413136,Lynebank Hospital,Dunfermline,KY11 4UW,0138 3623623,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Macclesfield Leisure Centre,53.2685123,-2.1600993,Priory Lane,Macclesfield,SK10 4AF,0162 5615602,"Mon: 09:00 - 22:00, Tue: 09:00 - 22:00, Wed: 07:30 - 22:00, Thu: 09:00 - 22:00, Fri: 07:30 - 22:00, Sat: 09:00 - 20:30, Sun: 09:00 - 21:45",,,,,,,,,,,,,,,
Magdalen,50.8426747,-2.8780713,Magdalen Farm,Winsham,TA20 4PA,0146 0301440,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Magnet Leisure Centre,51.5255983,-0.7171482,Holmanleaze,Maidenhead,SL6 8AW,0162 8685333,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Maidstone YMCA,51.2522987,0.5242129,Melrose Close,Maidstone,ME15 6BD,0162 2749404,"Mon: 06:30 - 22:00, Tue: 06:30 - 22:00, Wed: 06:30 - 22:00, Thu: 06:30 - 22:00, Fri: 06:30 - 22:00, Sat: 08:00 - 18:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Maldon Promenade Park,51.7244309,0.6896742,Park Drive,Maldon,CM9 5JQ,0162 1854477,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Malls (The) Shopping Centre,51.2666171,-1.0895283,Churchill Way,Basingstoke,RG21 7QU,0125 6468456,"Mon: 09:00 - 18:00, Tue: 09:00 - 18:00, Wed: 09:00 - 18:00, Thu: 09:00 - 18:00, Fri: 09:00 - 18:00, Sat: 09:00 - 18:00, Sun: 10:00 - 17:00",,,,,,,,,,,,,,,
Manchester Arndale centre,53.4834504,-2.2413586,Market Street,Manchester,M4 3AQ,0161 8339851,"Mon: 07:00 - 21:30, Tue: 07:00 - 21:30, Wed: 07:00 - 21:30, Thu: 07:00 - 21:30, Fri: 07:00 - 21:30, Sat: 07:00 - 22:30, Sun: 07:00 - 22:30",,,,,,,,,,,,,,,
Manchester Terminal 2 Airside,53.3618808,-2.2708405,Manchester Airport,Manchester,M90 1QX,0330 3330304,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Manchester Terminal 3 Airside,53.3618808,-2.2708405,Manchester Airport,Manchester,M90 1QX,0330 3330304,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
"Manchester Town Hall Extension, Lloyd Street Public Toilet",53.4789906,-2.2460568,Lloyd Street,Manchester,M60 2LA,0161 2343123,"Mon: 08:00 - 17:30, Tue: 08:00 - 17:30, Wed: 08:00 - 17:30, Thu: 08:00 - 17:30, Fri: 08:00 - 17:30, Sat: 09:00 - 16:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Manor Farm Barns,52.9319084,1.0374633,Glandford,Holt,NR25 7JP,0126 3741711,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Marina Way Changing Places,54.6901553,-1.2079635,Marina Way,Hartlepool,TS24 0XZ,0142 9851350,"Mon: 08:00 - 20:00, Tue: 08:00 - 20:00, Wed: 08:00 - 20:00, Thu: 08:00 - 20:00, Fri: 08:00 - 20:00, Sat: 08:00 - 20:00, Sun: 08:00 - 20:00",,,,,,,,,,,,,,,
Marine Point,53.4410423,-3.0452576,Kings Parade,New Brighton,CH45 2PB,0151 6918250,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Marischal College,57.1482393,-2.0961638,Broad Street,Aberdeen,AB10 1AD,0122 4220000,"Mon: 08:30 - 17:00, Tue: 08:30 - 17:00, Wed: 08:30 - 17:00, Thu: 08:30 - 17:00, Fri: 08:30 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Market Road Public Toilets,51.7340556,0.4709081,Market Road,Chelmsford,CM1 1XA,,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Marsh Farm,51.6356809,0.6133949,Marsh Farm Road,Chelmsford,CM3 5WP,0124 5321552,"Mon: 10:00 - 16:00, Tue: 10:00 - 16:00, Wed: 10:00 - 16:00, Thu: 10:00 - 16:00, Fri: 10:00 - 16:00, Sat: 10:00 - 17:00, Sun: 10:00 - 17:00",,,,,,,,,,,,,,,
Marwell Wildlife,50.9904613,-1.2840152,Colden Common,Fareham,SO21 1JH,0196 2777907,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Mary Potter Centre,52.9602778,-1.1755983,76 Boulevard,Nottingham,NG7 6BE,0115 8838070,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Matlock County Hall,53.1427125,-1.5516311,Smedley Street,Matlock,DE4 3AG,0162 9580000,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Meadow Lodge - Lea Green Learning and Development Centre,53.0832681,-1.4984259,Main Road,Matlock,DE4 5GT,0162 9534561,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Meadowside Leisure Centre,52.8038703,-1.6287725,High Street,Burton upon Trent,DE14 1TL,0128 3508865,"Mon: 07:15 - 22:00, Tue: 07:15 - 22:00, Wed: 07:15 - 22:00, Thu: 07:15 - 22:00, Fri: 07:15 - 22:00, Sat: 08:00 - 18:00, Sun: 08:00 - 18:00",,,,,,,,,,,,,,,
Medway Park,51.3906819,0.5404145,Mill Road,Kent,ME7 1HF,0163 4336655,"Mon: 06:30 - 22:00, Tue: 06:30 - 22:00, Wed: 06:30 - 22:00, Thu: 06:30 - 22:00, Fri: 06:30 - 22:00, Sat: 07:30 - 19:30, Sun: 07:30 - 19:30",,,,,,,,,,,,,,,
Melton Carnegie Museum,52.7647174,-0.8812714,Thorpe End,Melton Mowbray,LE13 1RB,0116 3053860,"Mon: 10:00 - 16:30, Tue: 10:00 - 16:30, Wed: 10:00 - 16:30, Thu: 10:00 - 16:30, Fri: 10:00 - 16:30, Sat: 10:00 - 16:30, Sun: 10:00 - 16:30",,,,,,,,,,,,,,,
Melton Mowbray Mencap & Gateway,52.766518,-0.8844694,Chapel Street,Leicester,LE13 1LZ,0166 4564237,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: 09:00 - 17:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Mencap Business Support Centre,52.5438428,-0.2554626,Cyrus Way,Peterborough,PE7 8HP,0173 3565934,"Mon: 08:00 - 18:00, Tue: 08:00 - 18:00, Wed: 08:00 - 18:00, Thu: 08:00 - 18:00, Fri: 08:00 - 18:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Meridian Leisure Centre,53.363743,0.013907,Woodlane,Louth,LN11 8RS,0150 7607650,"Mon: 07:00 - 21:00, Tue: 07:00 - 21:00, Wed: 07:00 - 21:00, Thu: 07:00 - 21:00, Fri: 07:00 - 21:00, Sat: 07:30 - 19:00, Sun: 07:30 - 19:00",,,,,,,,,,,,,,,
Merseyside Maritime Museum,53.4012188,-2.9932589,127 Dale Street,Liverpool,L3 4AQ,0151 4784499,"Mon: 10:00 - 17:00, Tue: 10:00 - 17:00, Wed: 10:00 - 17:00, Thu: 10:00 - 17:00, Fri: 10:00 - 17:00, Sat: 10:00 - 17:00, Sun: 10:00 - 17:00",,,,,,,,,,,,,,,
Mesnes Park,53.5505799,-2.6338441,Mesnes Park Terrace,Wigan,WN1 1TU,,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: 09:00 - 17:00, Sun: 09:00 - 17:00",,,,,,,,,,,,,,,
Met (The),53.5882869,-2.2943834,Market Street,Bury,BL9 0TH,0161 7612216,"Mon: 10:00 - 17:00, Tue: 10:00 - 17:00, Wed: 10:00 - 17:00, Thu: 10:00 - 17:00, Fri: 10:00 - 17:00, Sat: 10:00 - 17:00, Sun: Contact for Information",,,,,,,,,,,,,,,
intu Metrocentre,54.9576414,-1.6685552,Gateshead,Newcastle upon Tyne,NE11 9YG,0191 4930200,"Mon: 10:00 - 21:00, Tue: 10:00 - 21:00, Wed: 10:00 - 21:00, Thu: 10:00 - 21:00, Fri: 10:00 - 21:00, Sat: 09:00 - 19:00, Sun: 11:00 - 17:00",,,,,,,,,,,,,,,
Michael Woods Sports & Leisure Centre (Dry),56.1842835,-3.1760898,Viewfield Road,Glenrothes,KY6 2RD,0159 2583305,"Mon: 06:00 - 21:00, Tue: 06:00 - 21:00, Wed: 06:00 - 21:00, Thu: 06:00 - 21:00, Fri: 06:00 - 21:00, Sat: 08:00 - 20:00, Sun: 08:00 - 20:00",,,,,,,,,,,,,,,
Michael Woods Sports & Leisure Centre (Wet),56.1843253,-3.1759503,Viewfield Road,Glenrothes,KY6 2RD,0159 2583305,"Mon: 06:00 - 21:00, Tue: 06:00 - 21:00, Wed: 06:00 - 21:00, Thu: 06:00 - 21:00, Fri: 06:00 - 21:00, Sat: 08:00 - 20:00, Sun: 08:00 - 20:00",,,,,,,,,,,,,,,
Middlesbrough Bus Station,54.5760476,-1.239296,Newport Road,Middlesbrough,TS1 5AH,0164 2726004,"Mon: 05:00 - 23:59, Tue: 05:00 - 23:59, Wed: 05:00 - 23:59, Thu: 05:00 - 23:59, Fri: 05:00 - 23:59, Sat: 05:00 - 23:59, Sun: 05:00 - 23:59",,,,,,,,,,,,,,,
Middleton Leisure Centre,53.7526259,-1.523827,Middleton Ring Road,Leeds,LS10 4AX,0113 3782455,"Mon: 09:00 - 21:00, Tue: 16:00 - 21:00, Wed: 09:00 - 21:00, Thu: 16:00 - 21:00, Fri: 09:00 - 21:00, Sat: 10:00 - 15:00, Sun: 10:00 - 15:00",,,,,,,,,,,,,,,
Midland Mencap,52.5865527,-1.9782557,17 Lichfield Street,Walsall,WS1 1TU,0192 2616798,"Mon: 09:00 - 16:30, Tue: 09:00 - 16:30, Wed: 09:00 - 16:30, Thu: 09:00 - 16:30, Fri: 09:00 - 16:30, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Midsuffolk Leisure Centre,52.1926251,0.981815,Gainsborough Road,Stowmarket,IP14 1LH,0144 9674980,"Mon: 07:00 - 22:00, Tue: 07:00 - 22:00, Wed: 07:00 - 22:00, Thu: 07:00 - 22:00, Fri: 07:00 - 22:00, Sat: 08:00 - 18:00, Sun: 09:00 - 20:30",,,,,,,,,,,,,,,
Mildenhall Community Resource Unit,52.342422,0.5140749,Recreation Way,Mildenhall,IP28 7HG,0163 8686120,"Mon: 09:00 - 16:00, Tue: 09:00 - 16:01, Wed: 09:00 - 16:02, Thu: 09:00 - 16:03, Fri: 09:00 - 15:30, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
"Milestones Museum, Basingstoke",51.2665784,-1.111089,Leisure park,Basingstoke,RG22 6PG,0125 6477766,"Mon: Contact for Information, Tue: 10:00 - 16:45, Wed: 10:00 - 16:45, Thu: 10:00 - 16:45, Fri: 10:00 - 16:45, Sat: 11:00 - 16:45, Sun: 11:00 - 16:45",,,,,,,,,,,,,,,
Millennium Town Park,49.18737,-2.102565,Millennium Town Park,St Helier,JE2 4LU,0153 4445509,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Mind the Gap Studios,53.8082449,-1.7792115,Queensbury Silk Warhouse,Bradford,BD9 4SA,0127 4487390,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Montrose Sports Centre,56.7089209,-2.4603049,Marine Avenue,Montrose,DD10 8TR,0167 4662666,"Mon: 07:00 - 22:00, Tue: 07:00 - 22:00, Wed: 07:00 - 22:00, Thu: 07:00 - 22:00, Fri: 07:00 - 22:00, Sat: 09:00 - 21:00, Sun: 09:00 - 21:00",,,,,,,,,,,,,,,
Moors Valley Country Park,50.8530185,-1.8402716,Horton Road,Ringwood,BH24 2ET,0142 5470721,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Morley Leisure Centre,53.7461336,-1.6017952,Queen St,Morley,LS27 9JP,0113 3367890,"Mon: 07:00 - 22:00, Tue: 07:00 - 22:00, Wed: 07:00 - 22:00, Thu: 07:00 - 22:00, Fri: 07:00 - 22:00, Sat: 08:00 - 19:00, Sun: 08:00 - 21:00",,,,,,,,,,,,,,,
Mosaic: Shaping Disability Services,52.6295349,-1.2082875,2 Oak Spinney Park,Leicester Forest,LE3 3AW,0116 2318720,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 16:30, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Motherwell Locality Support Service Disabilities,55.7806411,-3.9747494,Unit 31,Motherwell,ML1 2JA,0169 8274470,"Mon: 09:00 - 16:45, Tue: 09:00 - 16:45, Wed: 09:00 - 16:45, Thu: 09:00 - 16:45, Fri: 09:00 - 16:45, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Moto Toddington Services,51.9476104,-0.5012267,Junction 11-12 M1 moto Services,Toddington,LU5 6QG,0152 5878400,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Moulton College Pitsford Sports Arena,52.290156,-0.8589821,Gate 4 Pitsford Road,Northampton,NN3 7QL,0160 4491131,"Mon: 09:00 - 20:00, Tue: 09:00 - 20:00, Wed: 09:00 - 20:00, Thu: 09:00 - 20:00, Fri: 09:00 - 20:00, Sat: 09:00 - 17:00, Sun: 09:00 - 17:00",,,,,,,,,,,,,,,
Murray Owen Centre,55.7528664,-4.1858781,1 Liddell Grove,East Kilbride,G75 9AD,0135 5271903,"Mon: 08:30 - 21:00, Tue: 08:30 - 21:00, Wed: 08:30 - 21:00, Thu: 08:30 - 21:00, Fri: 08:30 - 21:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Murrayfield Stadium,55.9416871,-3.2419226,Roseburn Street,Edinburgh,EH12 5PJ,0131 3465250,"Mon: 07:00 - 21:00, Tue: 07:00 - 21:00, Wed: 07:00 - 17:21, Thu: 07:00 - 21:00, Fri: 07:00 - 21:00, Sat: 07:00 - 21:00, Sun: 07:00 - 21:00",,,,,,,,,,,,,,,
Museum of Liverpool,53.4061652,-2.9951191,Mann Island,Pierhead,L3 1DG,0151 4784545,"Mon: 10:00 - 17:00, Tue: 10:00 - 17:00, Wed: 10:00 - 17:00, Thu: 10:00 - 17:00, Fri: 10:00 - 17:00, Sat: 10:00 - 17:00, Sun: 10:00 - 17:00",,,,,,,,,,,,,,,
Musselburgh Public Toilet,55.9449464,-3.0684691,Fisherrow Harbour,Musselburgh,EH21 6DH,,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
My Place Middlesbrough,54.5835656,-1.233707,Custom House,Middlesbrough,TS2 1PJ,0164 2256310,"Mon: 08:00 - 21:00, Tue: 08:00 - 21:00, Wed: 08:00 - 21:00, Thu: 08:00 - 21:00, Fri: 08:00 - 21:00, Sat: 10:00 - 16:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Nantwich Market,53.0673631,-2.5211538,Monk Lane,Nantwich,CW5 5DE,,"Mon: 08:00 - 16:45, Tue: 08:00 - 16:45, Wed: 08:00 - 16:45, Thu: 08:00 - 16:45, Fri: 08:00 - 18:00, Sat: 08:00 - 16:45, Sun: 08:00 - 16:00",,,,,,,,,,,,,,,
National Assembly for Wales,51.4643666,-3.1616544,Cardiff Bay,Cardiff,CF99 1NA,0149 2523200,"Mon: 09:30 - 16:30, Tue: 09:30 - 16:30, Wed: 09:30 - 16:30, Thu: 09:30 - 16:30, Fri: 09:30 - 16:30, Sat: 10:30 - 16:30, Sun: 10:30 - 16:30",,,,,,,,,,,,,,,
National Exhibition Centre,52.4560557,-1.7194847,The NEC,Birmingham,B40 1NT,0121 7804141,"Mon: 06:00 - 23:00, Tue: 06:00 - 23:00, Wed: 06:00 - 23:00, Thu: 06:00 - 23:00, Fri: 06:00 - 23:00, Sat: 06:00 - 23:00, Sun: 06:00 - 23:00",,,,,,,,,,,,,,,
National Glass Centre,54.9128814,-1.3711238,Liberty Way,Sunderland,SR6 0GL,0191 5155555,"Mon: 10:00 - 17:00, Tue: 10:00 - 17:00, Wed: 10:00 - 17:00, Thu: 10:00 - 17:00, Fri: 10:00 - 17:00, Sat: 10:00 - 17:00, Sun: 10:00 - 17:00",,,,,,,,,,,,,,,
Motorpoint Arena Nottingham,52.9527112,-1.1404211,Bolero Square,Nottingham,NG1 1LA,0843 3733000,"Mon: 09:00 - 23:00, Tue: 09:00 - 23:00, Wed: 09:00 - 23:00, Thu: 09:00 - 23:00, Fri: 09:00 - 23:00, Sat: 09:00 - 23:00, Sun: 09:00 - 23:00",,,,,,,,,,,,,,,
National Museum Cardiff,51.4856301,-3.1772164,Cathays Park,Cardiff,CF10 3NP,0292 0397951,"Mon: Contact for Information, Tue: 10:00 - 17:00, Wed: 10:00 - 17:00, Thu: 10:00 - 17:00, Fri: 10:00 - 17:00, Sat: 10:00 - 17:00, Sun: 10:00 - 17:00",,,,,,,,,,,,,,,
National Waterfront Museum,51.6145343,-3.9496977,Oystermouth Road,Swansea,SA1 3RD,0292 0573600,"Mon: 10:00 - 17:00, Tue: 10:00 - 17:00, Wed: 10:00 - 17:00, Thu: 10:00 - 17:00, Fri: 10:00 - 17:00, Sat: 10:00 - 17:00, Sun: 10:00 - 17:00",,,,,,,,,,,,,,,
Neptune Leisure Centre,54.5575967,-1.1993126,Ormesby Road,Middlesbrough,TS3 7RP,0164 2230106,"Mon: 06:15 - 22:00, Tue: 06:15 - 22:00, Wed: 06:15 - 22:00, Thu: 06:15 - 22:00, Fri: 06:15 - 22:00, Sat: 08:00 - 16:30, Sun: 08:00 - 15:30",,,,,,,,,,,,,,,
New Moor Market (The),53.3767139,-1.4729297,77 The Moor,Sheffield,S1 4PF,0114 2736245,"Mon: 08:30 - 17:30, Tue: 08:30 - 17:30, Wed: 08:30 - 17:30, Thu: 08:30 - 17:30, Fri: 08:30 - 17:30, Sat: 08:30 - 17:30, Sun: Contact for Information",,,,,,,,,,,,,,,
New Parks Leisure Centre,52.6443028,-1.1797998,St Oswald Road,Leicester,LE3 6RJ,0116 2333080,"Mon: 07:00 - 23:00, Tue: 07:00 - 23:00, Wed: 07:00 - 23:00, Thu: 07:00 - 23:00, Fri: 07:00 - 22:00, Sat: 08:00 - 15:00, Sun: 08:00 - 15:00",,,,,,,,,,,,,,,
